gefahr_id,Klimawandel,Technologische Innovationen und wissenschaftliche Fortschritte,Verstädterung und urbane Landwirtschaft,Kreislaufwirtschaft,Mikrobiome und Lebensmittelsicherheit,Neue Lebensmittel und Lebensmittelproduktionssysteme,Konsumentenverhalten und Konsumtrends,Mikrobielle Evolution und Antibiotikaresistenz,Gesellschaft,Technologie,Umwelt,Wirtschaft,Politik
1,0,1,0,0,2,1,1,5,0,0,0,0,0
2,0,0,0,0,1,0,0,0,0,0,0,0,0
4,0,0,0,1,0,0,0,1,0,0,0,0,0
6,0,0,0,0,0,0,0,1,0,0,0,0,0
9,0,0,0,0,1,0,0,4,0,0,0,0,0
10,0,0,0,0,0,0,0,2,0,0,0,0,0
19,0,1,0,0,1,1,0,12,0,1,0,0,0
20,0,1,0,0,0,1,1,1,0,0,0,0,0
26,2,0,0,0,2,3,4,10,1,1,0,1,1
28,0,0,0,0,0,0,0,2,0,0,0,0,0
35,2,0,1,0,0,0,0,1,0,0,0,0,0
36,2,0,0,0,0,0,0,0,0,0,0,0,0
45,0,1,0,0,0,0,2,0,0,0,0,0,0
46,1,0,0,0,0,0,0,0,0,0,0,0,0
48,3,0,0,0,0,0,0,0,0,0,1,0,0
55,0,0,1,0,0,0,1,0,0,0,0,0,0
58,0,0,0,0,0,0,1,0,0,0,0,0,0
63,0,0,1,0,0,1,0,11,0,0,0,0,0
66,0,0,0,0,0,0,1,0,0,0,0,0,0
69,0,1,0,0,0,0,0,0,0,0,0,0,0
76,0,0,0,0,0,0,0,1,0,0,0,0,0
78,0,1,0,0,0,0,0,0,0,0,0,0,0
79,0,0,0,0,0,0,1,0,0,0,0,0,0
85,0,0,0,0,0,0,0,1,0,0,0,0,0
86,2,0,0,0,0,0,1,3,0,0,0,0,0
87,0,0,0,0,0,1,0,1,0,0,0,0,0
88,0,0,0,0,0,0,0,1,0,0,0,0,0
89,0,0,0,0,0,0,0,1,0,0,0,0,0
90,0,0,0,0,1,5,3,0,0,0,0,0,0
91,0,3,3,0,0,2,2,0,0,0,1,0,0
92,0,0,0,0,0,0,2,0,0,0,0,0,0
93,2,1,1,0,1,3,3,6,0,1,0,0,0
94,0,0,0,0,0,0,0,2,0,0,0,0,0
96,0,1,0,0,0,0,0,0,0,0,0,0,0
97,0,0,0,0,0,0,0,1,0,0,0,0,0
98,0,1,0,0,0,0,0,0,0,0,0,0,0
99,9,1,0,0,0,0,0,6,0,0,2,0,0
100,0,0,0,0,0,0,0,1,0,0,0,0,0
101,0,1,0,0,0,0,0,0,0,0,0,0,0
102,0,1,0,0,0,0,1,0,0,0,0,0,0
103,0,1,0,0,0,2,1,0,0,0,0,0,0
106,0,1,0,1,0,0,1,3,0,0,0,0,0
107,0,0,0,0,1,0,0,2,0,0,0,0,0
108,0,0,0,0,0,0,1,0,0,0,0,0,0
109,0,4,0,0,0,1,0,0,0,0,0,0,0
111,3,2,0,0,0,0,4,2,0,1,0,0,0
112,0,0,0,0,0,0,0,1,0,0,0,0,0
115,0,0,0,0,0,0,1,0,0,0,0,0,0
119,1,0,0,0,0,0,0,1,1,0,0,1,1
123,0,0,0,0,0,0,0,3,0,0,0,0,0
125,0,2,0,0,0,0,1,2,0,0,0,0,0
126,0,4,8,0,0,0,2,0,0,1,2,0,0
127,0,1,1,0,0,0,1,0,0,1,1,0,0
128,0,0,1,1,0,0,0,0,0,0,0,1,0
129,0,0,0,0,0,0,0,1,0,0,0,0,0
130,0,1,1,0,0,0,0,0,0,0,0,0,0
136,0,0,0,0,0,0,0,1,0,0,0,0,0
142,0,0,0,0,0,0,2,0,0,0,0,0,0
146,0,1,0,0,1,0,0,0,0,0,0,0,0
148,0,1,0,0,0,0,1,0,0,0,0,0,0
150,0,1,1,0,0,0,0,0,0,0,0,0,0
156,0,0,0,0,0,0,0,1,0,0,0,0,0
160,0,0,1,0,0,0,0,1,0,0,0,0,0
165,0,0,0,0,0,0,1,0,0,0,0,0,0
166,0,1,1,0,0,0,0,0,0,0,1,0,0
167,0,0,0,0,0,1,1,0,0,0,0,0,0
174,1,0,0,0,0,0,1,0,0,0,0,0,0
177,0,0,0,0,0,0,0,1,0,0,0,0,0
180,0,1,0,0,0,0,0,0,0,0,0,0,0
181,0,0,0,0,0,0,0,1,0,0,0,0,0
184,0,0,0,0,0,0,0,1,0,0,0,0,0
187,0,0,0,0,0,0,0,0,0,0,1,0,0
192,1,1,0,0,0,0,0,0,0,0,0,0,0
193,0,0,0,0,0,0,0,1,0,0,0,0,0
194,0,0,0,0,0,0,0,1,0,0,0,0,0
195,0,0,0,0,0,0,0,1,0,0,0,0,0
197,0,1,0,0,0,0,0,0,0,0,0,0,0
198,0,0,2,0,0,0,0,0,0,0,0,0,0
199,0,0,1,0,0,0,0,0,0,0,0,0,0
200,0,0,2,0,0,0,1,0,0,0,0,0,0
201,0,0,2,0,0,0,0,0,0,0,0,0,0
202,0,0,0,0,0,1,0,3,0,0,0,0,0
206,0,0,0,0,0,1,0,0,0,0,0,0,0
207,0,0,0,0,0,1,0,0,0,0,0,0,0
209,0,0,0,0,0,0,0,0,0,0,1,0,0
213,0,0,0,0,0,0,0,1,0,0,0,0,0
218,0,0,0,0,0,0,0,1,0,0,0,0,0
220,0,0,0,0,0,1,0,0,0,0,0,0,0
221,0,0,1,0,0,0,0,0,0,0,0,0,0
224,0,0,0,0,0,0,1,0,0,0,0,0,0
225,0,1,0,0,0,0,0,0,0,0,0,0,0
226,0,0,0,0,1,0,0,1,0,0,0,0,0
229,0,0,0,0,0,0,1,0,0,0,0,0,0
231,0,0,0,0,0,0,0,1,0,0,0,0,0
234,0,0,0,0,0,0,1,0,0,0,0,0,0
235,0,0,0,0,0,1,0,0,0,0,0,0,0
236,0,0,0,0,0,0,1,0,0,0,0,0,0
237,0,0,0,0,0,0,0,1,0,0,0,0,0
238,1,1,0,0,0,0,0,2,0,0,0,0,0
244,0,0,0,0,0,1,0,7,0,0,0,0,0
246,0,0,0,0,0,0,1,0,1,0,0,0,1
253,0,0,0,0,0,0,0,1,0,0,0,0,0
255,0,0,0,0,0,0,0,1,0,0,0,0,0
256,0,0,0,0,0,0,0,1,0,0,0,0,0
257,0,0,0,0,0,0,0,1,0,0,0,0,0
261,0,1,0,0,0,0,0,1,0,0,0,0,0
266,1,0,0,0,0,0,0,0,0,0,0,0,0
267,1,0,0,0,0,0,0,0,0,0,0,0,0
273,0,0,0,0,0,0,2,0,0,0,0,0,0
274,0,0,0,0,0,1,0,0,0,0,0,0,0
277,1,0,0,0,0,0,0,0,0,0,0,0,0
278,0,0,0,0,0,0,1,0,0,0,0,0,0
279,0,1,0,0,0,0,0,0,0,0,0,0,0
280,0,0,1,0,0,0,0,0,0,0,0,0,0
281,0,0,1,0,0,0,0,0,0,0,0,0,0
282,0,0,1,0,0,0,0,0,0,0,0,0,0
283,0,0,0,0,0,0,1,0,0,0,0,0,0
284,0,2,0,1,0,0,0,0,0,0,0,0,0
285,0,0,0,1,0,0,0,0,0,0,0,0,0
287,0,0,0,0,1,0,0,1,0,0,0,0,0
290,0,0,0,0,0,0,1,0,0,0,0,0,0
291,0,0,0,0,0,0,0,1,0,0,0,0,0
294,0,1,0,0,0,0,0,0,0,0,0,0,0
296,0,0,0,0,0,0,0,2,0,0,0,0,0
298,1,1,0,0,0,0,0,1,0,1,0,0,0
299,0,1,0,0,0,0,0,0,0,0,0,0,0
300,1,0,0,0,0,0,0,1,0,0,0,0,0
301,0,0,0,0,0,0,1,0,0,0,0,0,0
302,0,0,0,0,0,0,0,1,0,0,0,0,0
305,0,0,0,0,0,1,0,0,0,0,0,0,0
306,0,0,1,0,0,0,0,0,0,0,0,0,0
308,0,0,0,0,0,0,0,1,0,0,0,0,0
309,0,0,0,0,0,0,1,0,0,0,0,0,0
310,0,0,0,1,0,0,0,0,0,0,0,0,0
311,0,0,0,0,0,0,1,0,0,0,0,0,0
313,0,0,1,0,0,0,0,0,0,0,0,0,0
314,0,0,0,0,0,0,0,1,0,0,0,0,0
315,0,0,0,0,0,1,0,0,0,0,0,0,0
316,0,1,0,0,0,0,1,0,1,0,0,0,0
318,0,0,0,0,0,0,0,0,0,0,1,0,0
319,0,0,0,0,0,0,0,1,0,0,0,0,0
320,0,0,0,0,0,0,0,1,0,0,0,0,0
322,0,1,0,0,0,0,0,0,0,0,0,0,0
323,0,1,0,0,0,0,0,0,0,1,0,0,0
324,0,0,1,0,0,0,0,0,0,0,0,0,0
325,0,1,0,0,1,0,0,0,0,0,0,0,0
327,0,1,0,0,0,0,0,0,0,0,0,0,0
328,0,0,0,0,0,1,0,0,0,1,0,0,0
335,0,0,0,0,0,1,1,0,0,0,0,0,0
